"MLS No","Status","Address","Unit","DOM","City","LP","SP","BT","SqFt","BR","Bth","PB","Gar","GarSp","YrBlt","HOA Fee","Freq","Closing Date","Age","Area","Zip"
"SF421535338","SLD","263 Ney Street",,"0","SANFRCISCO","$1,098,000","$1,350,000","DE","1610","3","0","0",,"0","1965",,,"5/21/2021","56","SF District 10","94112"
"ML81790047","SLD","60 Rice Street",,"54","SANFRCISCO","$1,098,000","$1,050,000","DE","1200","2","1",,"Y","2","1927",,,"6/16/2020","93","Outer Mission","94112"
"SF421565494","SLD","2830 Ortega Street",,"10","SANFRCISCO","$1,098,000","$1,560,000","DE","1050","2","2","0",,"0","1941",,,"7/30/2021","80","SF District 2","94122"
"SF479175","SLD","19 Tehama Street","3","14","SANFRCISCO","$1,098,000","$1,075,000","CO","930","1","1","0",,"0","2011","550",,"2/22/2019","10","SF District 9","94105"
"SF482379","SLD","616 Moraga Street","6","12","SANFRCISCO","$1,098,000","$1,270,000","DE","1436","2","2","0",,,"1958","488",,"5/2/2019",,"SF District 2","94122"
"SF494970","SLD","1050 North Point Street","1009","21","SANFRCISCO","$1,098,000","$1,100,000","DE","764","1","1","0",,"0","1963","1,152","M","4/3/2020","58","SF District 8","94109"
"SF508378","SLD","2551 39th Avenue",,"10","SANFRCISCO","$1,098,000","$1,610,000","DE","1300","3","1","0",,"0","1945",,,"11/18/2020","76","SF District 2","94116"
"SF501258","SLD","1734 Funston Avenue",,"59","SANFRCISCO","$1,098,000","$1,125,000","CO","1262","2","1","0",,"0","1954","125","M","9/17/2020","67","SF District 2","94122"
"ML81805934","SLD","21 Toyon Lane",,"23","SANFRCISCO","$1,098,000","$1,075,000","DE","1100","2","1",,"Y","1","1925",,,"10/20/2020","95","Crocker Amazon","94112"
"SF490168","SLD","1982 44th Avenue",,"78","SANFRCISCO","$1,098,000","$1,370,000","DE","1150","3","1","0",,"0","1945",,,"12/9/2019","76","SF District 2","94116"
"ML81782957","SLD","1050 North Point Street","1009","16","SANFRCISCO","$1,098,000","$1,100,000","CO","764","1","1",,"Y","1","1963","1,152",,"4/3/2020","57","Russian Hill","94109"
"SF501352","SLD","360 Church Street","A","45","SANFRCISCO","$1,098,000","$1,058,000","CO","1050","1","1","0",,,"1981","769","M","9/2/2020",,"SF District 5","94114"
"SF504697","SLD","21 Toyon Lane",,"44","SANFRCISCO","$1,098,000","$1,075,000","DE","1100","2","1","0",,"0","1925",,,"10/20/2020","96","SF District 10","94112"
"SF485686","SLD","633 Hampshire Street","4","5","SANFRCISCO","$1,098,000","$1,240,000","CO","1120","1","1","1",,,"2001","360",,"7/2/2019",,"SF District 9","94110"
"SF503310","SLD","2933 Wawona Street",,"14","SANFRCISCO","$1,098,000","$1,525,000","DE","1977","3","2","1",,"0","1948",,,"9/10/2020","73","SF District 2","94116"
"SF487273","SLD","2007 46th Avenue",,"15","SANFRCISCO","$1,098,000","$1,510,000","DE","1466","3","2","0",,"0","1940",,,"8/20/2019","81","SF District 2","94116"
"SF421516681","SLD","447 Girard Street",,"10","SANFRCISCO","$1,098,000","$1,300,000","DE","1714","3","1","0",,"0","1953",,,"4/2/2021","68","SF District 10","94134"
"SF499664","SLD","1910 43rd Avenue",,"8","SANFRCISCO","$1,098,000","$1,225,000","DE","1214","3","2","0",,,"1948",,,"10/6/2020",,"SF District 2","94116"
"SF496889","SLD","2425 Market Street","9","40","SANFRCISCO","$1,098,000","$1,175,000","CO","1225","2","2","0",,,"1981","673","M","9/14/2020",,"SF District 5","94114"
"SF421572348","SLD","1079 Alabama Street",,"6","SANFRCISCO","$1,098,000","$1,520,000","CO","1260","3","2","0",,"0","1907","350","M","9/27/2021","114","SF District 9","94110 3432"
"SF480215","SLD","263 Arch Street",,"14","SANFRCISCO","$1,098,000","$1,200,000","DU","1480","3","2","0",,,"1940",,,"3/22/2019",,"SF District 3","94132"
"SF509788","SLD","176 Topeka Avenue",,"25","SANFRCISCO","$1,098,000","$1,380,000","DU","1623","4","3","0",,"0","1943",,,"12/17/2020","78","SF District 10","94124"
"SF487918","SLD","1823 10th Avenue",,"13","SANFRCISCO","$1,098,000","$1,420,000","DE","1146","2","1","0",,,"1953",,,"9/16/2019",,"SF District 2","94122"
"SF421556021","SLD","731 Paris Street",,"15","SANFRCISCO","$1,098,000","$1,475,000","DU","1520","2","1","0",,"0","1932",,,"7/13/2021","89","SF District 10","94112"
"SF507735","SLD","310 Townsend Street","412","26","SANFRCISCO","$1,098,000","$1,025,000","CO","1009","1","1","0",,,"2006","568",,"12/3/2020",,"SF District 9","94107"
"SF498388","SLD","715 Ellsworth Street",,"12","SANFRCISCO","$1,098,000","$1,350,000","DE","1400","3","2","0",,"0","1945",,,"5/10/2021","76","SF District 9","94110"
"SF421536416","SLD","110 Channel Street","514","29","SANFRCISCO","$1,098,000","$1,075,000","CO","758","1","1","0",,"0","2017","828","M","8/24/2021","4","SF District 9","94158"
"SF490813","SLD","666 Moultrie Street",,"8","SANFRCISCO","$1,098,000","$1,300,000","DE","1150","3","1","0",,,"1907",,,"11/5/2019",,"SF District 9","94110"
"SF503333","SLD","176 Gladstone Drive",,"27","SANFRCISCO","$1,098,000","$1,327,000","DE","1439","2","2","0",,"0","2002",,,"9/14/2020","19","SF District 10","94112"
"SF421531385","SLD","522 France Avenue",,"14","SANFRCISCO","$1,098,000","$1,420,000","DE","1352","3","1","0",,"0","1960",,,"5/10/2021","61","SF District 10","94112"
"SF494234","SLD","2262 43rd Avenue",,"19","SANFRCISCO","$1,098,000","$1,315,000","DU","1180","3","2","0",,,"1943",,,"3/2/2020",,"SF District 2","94116 1529"
"SF508862","SLD","450 Myra Way",,"11","SANFRCISCO","$1,098,000","$1,375,000","DE","1007","2","1","0",,"0","1957",,,"12/10/2020","64","SF District 4","94127"
"ML81769270","SLD","1982 44th Avenue",,"12","SANFRCISCO","$1,098,000","$1,370,000","DE","1150","3","1",,"Y","2","1945",,,"12/9/2019","74","Outer Parkside","94116"
"ML81789018","SLD","1288 McAllister Street","101","66","SANFRCISCO","$1,098,000","$1,125,000","CO","1212","2","1","0","Y","1","1987","685",,"7/15/2020","33","Western Addition","94115"
"SF421578513","SLD","1901 32nd Avenue",,"6","SANFRCISCO","$1,098,000","$1,215,000","DU","825","2","1","0",,"0","1942",,,"9/13/2021","79","SF District 2","94116 1122"
"SF512348","SLD","1211 26th Avenue",,"2","SANFRCISCO","$1,098,000","$1,500,000","DE","1410","3","2","0",,"0","1924",,,"2/19/2021","97","SF District 2","94122"
"SF510728","SLD","21 Bessie Street",,"12","SANFRCISCO","$1,098,000","$1,275,000","DE","1363","3","1","1",,"0","1900",,,"1/11/2021",,"SF District 9","94110"
"SF503207","SLD","5114 Diamond Heights Boulevard","B","90","SANFRCISCO","$1,098,000","$1,150,000","CO","1092","2","2","0",,,"1964","767","M","11/19/2020",,"SF District 4","94131"
"ML81854860","SLD","2759 40th Avenue",,"6","SANFRCISCO","$1,098,000","$1,412,759","DE","1209","2","2",,"Y","2","1948",,,"8/25/2021","73","Outer Parkside","94116"
"ML81727389","SLD","1488 Harrison Street","305","98","SANFRCISCO","$1,098,000","$1,080,000","CO","1166","2","2",,"Y","1","2001","589",,"2/15/2019","17","Russian Hill","94103"
"ML81805056","SLD","2933 Wawona Street",,"14","SANFRCISCO","$1,098,000","$1,525,000","DE","1977","3","2","1","Y","2","1948",,,"9/10/2020","72","Outer Parkside","94116"
"ML81816026","SLD","2551 39th Avenue",,"11","SANFRCISCO","$1,098,000","$1,610,000","DE","1300","3","1",,"Y","1","1945",,,"11/18/2020","75","Outer Parkside","94116"
"SF496200","SLD","1000 3rd Street","102","117","SANFRCISCO","$1,098,000","$1,050,000","CO","837","1","1","0",,,"2018","804",,"7/30/2020",,"SF District 9","94158"
"SF505677","SLD","1008 Goettingen Street",,"8","SANFRCISCO","$1,098,000","$1,338,000","DE","1370","3","2","1",,,"1954",,,"10/28/2020",,"SF District 10","94134 2116"
"SF506973","SLD","24 Josiah Avenue",,"4","SANFRCISCO","$1,098,000","$1,441,000","DE","2015","4","3","0",,,"1989",,,"10/28/2020",,"SF District 3","94112"
"SF421521204","SLD","25 Balceta Avenue",,"6","SANFRCISCO","$1,098,000","$1,450,000","DE","1010","2","1","0",,"0","1927",,,"3/26/2021","94","SF District 4","94127"
"ML81838146","SLD","930 Pine Street","303","70","SANFRCISCO","$1,098,000","$1,050,000","CO","1026","2","1","1","Y","1","1973","854","M","7/28/2021","48","SF Downtown","94108"
"ML81771432","SLD","684 Clarendon Avenue",,"52","SANFRCISCO","$1,098,000","$1,150,000","TH","1485","2","2","1","Y","2","1977","774","M","12/27/2019","42","Forest Knolls","94131"
"SF504157","SLD","994 Le Conte Avenue",,"33","SANFRCISCO","$1,098,000","$1,150,000","DE","1605","4","3","0",,,"1940",,,"10/27/2020",,"SF District 10","94124"
"ML81829165","SLD","201 Folsom Street","6H","125","SANFRCISCO","$1,098,000","$1,074,000","CO","851","1","1",,"Y","1","2016","1,125","M","7/15/2021","5","South Beach","94105"
"SF421529526","SLD","296 Santa Rosa Avenue",,"25","SANFRCISCO","$1,098,888","$1,300,000","DE","1522","4","1","0",,"0","1924",,,"4/23/2021","97","SF District 10","94112"
"SF421516338","SLD","149 Jules Avenue",,"36","SANFRCISCO","$1,099,000","$1,226,000","DE","2083","5","5","0",,"0","1920",,,"3/25/2021","101","SF District 3","94112"
"SF499145","SLD","474 Munich Street",,"4","SANFRCISCO","$1,099,000","$1,263,000","DU","1200","2","1","0",,,"1928",,,"6/29/2020",,"SF District 10","94112"
"SF507036","SLD","1776 Sacramento Street","610","81","SANFRCISCO","$1,099,000","$1,075,000","CO","1128","2","2","0",,"0","1992","841",,"1/15/2021",,"SF District 8","94109"
"ML81805403","SLD","39 Girard Street",,"24","SANFRCISCO","$1,099,000","$1,111,000","DE","1519","5","2",,"Y","1","1925",,,"9/30/2020","95","PL10 - Portola","94134"
"SF498997","SLD","132 Santa Ynez Avenue",,"0","SANFRCISCO","$1,099,000","$1,300,000","DE","1112","2","1","0",,,"1922",,,"8/14/2020",,"SF District 10","94112"
"SF491364","SLD","500 Bella Vista Way",,"31","SANFRCISCO","$1,099,000","$1,300,000","DE",,"2","1","0",,,"1959",,,"2/21/2020",,"SF District 4","94127"
"SF477699","SLD","25 Guerrero Street","101","68","SANFRCISCO","$1,099,000","$1,150,000","DE","1425","2","2","0",,,"1928","783","M","1/22/2019",,"SF District 5","94103"
"SF495299","SLD","368 Elm Street","305","119","SANFRCISCO","$1,099,000","$1,245,000","CO","1234","2","2","0",,,"2007","499","M","7/2/2020",,"SF District 8","94102"
"SF489175","SLD","818 Van Ness Avenue","706","79","SANFRCISCO","$1,099,000","$1,099,000","CO","971","2","2","0",,,"2008","608","M","12/16/2019",,"SF District 8","94109"
"SF421572027","SLD","687 27th Avenue",,"67","SANFRCISCO","$1,099,000","$1,350,000","DU","1375","2","0","0",,"0","1922",,,"9/14/2021","99","SF District 1","94121"
"SF480530","SLD","750 23rd Avenue",,"7","SANFRCISCO","$1,099,000","$1,630,000","DE","1820","3","1","1",,,"1922",,,"2/28/2019",,"SF District 1","94121"
"SF506532","SLD","3321 22nd Street","3","60","SANFRCISCO","$1,099,000","$1,325,000","CO","1420","3","2","0",,"0","1990","250","M","12/31/2020","31","SF District 5","94110"
"ML81806166","SLD","81 Gillette Avenue",,"39","SANFRCISCO","$1,099,000","$1,098,888","DE","1486","3","2",,"Y","3","1964",,,"10/28/2020","56","LA_Little Hollywood","94134"
"SF510848","SLD","1276 Revere Avenue",,"248","SANFRCISCO","$1,099,000","$1,050,000","DE","1580","3","3","0",,"0","1924",,,"9/2/2021","97","SF District 10","94124"
"ML81774116","SLD","2346 Clement Street","1","48","SANFRCISCO","$1,099,000","$1,050,000","CO","1265","2","2","1",,"0","2002","449",,"1/8/2020","17","Richmond","94121"
"SF421548149","SLD","512 Brussels Street",,"8","SANFRCISCO","$1,099,000","$1,385,000","DE","1788","3","2","0",,"0","1953",,,"6/15/2021","68","SF District 10","94134"
"SF488894","SLD","845 Lake Street","2","34","SANFRCISCO","$1,099,000","$1,165,000","CO","909","1","1","0",,,"1922","363","M","10/18/2019",,"SF District 1","94118"
"SF499074","SLD","434 Broderick Street",,"62","SANFRCISCO","$1,099,000","$1,025,000","DE","1132","2","1","0",,,"1908","411","M","8/28/2020",,"SF District 6","94117"
"SF504169","SLD","3620 Cesar Chavez Street","203","29","SANFRCISCO","$1,099,000","$1,099,000","CO","1038","2","2","0",,"0","2020","549","M","9/25/2020","1","SF District 9","94110"
"SF421583236","SLD","1451 Montgomery Street","7","5","SANFRCISCO","$1,099,000","$1,250,000","CO","806","1","1","0",,"0","1975","823","M","9/17/2021","46","SF District 8","94133"
"SF480024","SLD","260 King Street","651","11","SANFRCISCO","$1,099,000","$1,170,000","CO","1073","2","2","0",,,"2004","870","M","2/7/2019",,"SF District 9","94107"
"SF509611","SLD","582 Alabama Street",,"15","SANFRCISCO","$1,099,000","$1,100,000","TH","1050","2","2","0",,,"1999","486","M","12/23/2020",,"SF District 9","94110"
"SF507273","SLD","40 Mangels Avenue",,"6","SANFRCISCO","$1,099,000","$1,420,000","DU","855","2","1","0",,,"1957",,,"11/5/2020",,"SF District 5","94131"
"SF503821","SLD","166 Palm Avenue","3","28","SANFRCISCO","$1,099,000","$1,075,000","CO","1277","2","1","0",,,"1919","525","M","10/9/2020",,"SF District 1","94118"
"SF506688","SLD","840 Lake","4","60","SANFRCISCO","$1,099,000","$1,088,000","CO","940","2","1","0",,,,"500","M","12/17/2020",,"SF District 1","94118"
"SF421516529","SLD","2671 22nd Street",,"15","SANFRCISCO","$1,099,000","$1,175,000","CO","0","2","1","0",,"0","1900","75","M","4/1/2021","121","SF District 9","94110"
"SF484070","SLD","330 Scott Street","2","87","SANFRCISCO","$1,099,000","$1,400,000","DE","1110","2","1","0",,,"1900",,,"7/23/2019",,"SF District 6","94117"
"SF502739","SLD","379 Head Street",,"12","SANFRCISCO","$1,099,000","$1,320,000","DE","1483","4","3","0",,,"1947",,,"9/24/2020",,"SF District 3","94132"
"SF494910","SLD","401 Harrison Street","21G","1","SANFRCISCO","$1,099,000","$1,100,000","CO","758","1","1","0",,,"2014","1,157","M","3/11/2020",,"SF District 9","94105"
"SF495931","SLD","400 Beale Street","1012","21","SANFRCISCO","$1,099,000","$1,069,000","CO","1075","2","2","0",,,"2001","911","M","5/5/2020",,"SF District 9","94105"
"SF481607","SLD","235 Pierce Street",,"14","SANFRCISCO","$1,099,000","$1,400,000","DE","1500","2","1","0",,,"1895",,,"4/25/2019",,"SF District 6","94117"
"SF495423","SLD","1230 Clay Street","304","105","SANFRCISCO","$1,099,000","$1,075,000","CO","1100","1","1","0",,"0","1950","575","M","6/26/2020","71","SF District 8","94108"
"SF500756","SLD","779 Head Street",,"12","SANFRCISCO","$1,099,000","$1,420,000","DU","1427","3","1","0",,,"1926",,,"8/19/2020",,"SF District 3","94132"
"SF507806","SLD","1255 California Street","303","61","SANFRCISCO","$1,099,000","$1,100,000","CO","1490","1","1","1",,,"1984","1,010","M","12/28/2020",,"SF District 8","94109"
"SF496641","SLD","1514 Underwood Avenue",,"31","SANFRCISCO","$1,099,000","$1,050,000","DE","1970","3","3","0",,"0","1911",,,"5/27/2020","110","SF District 10","94124"
"SF489760","SLD","409 14th Avenue",,"23","SANFRCISCO","$1,099,000","$1,175,000","CO","1219","2","1","1",,,"1946","122",,"10/25/2019",,"SF District 1","94118"
"SF421523989","SLD","60 Rausch Street","307","27","SANFRCISCO","$1,099,000","$1,220,000","CO","1358","2","2","0",,"0","2002","584","M","4/14/2021","19","SF District 9","94103 3983"
"SF502823","SLD","380 14th Street","402","134","SANFRCISCO","$1,099,000","$1,050,000","CO","1044","2","2","0",,,"2012","765","M","12/22/2020",,"SF District 9","94103"
"SF491239","SLD","261 Texas Street",,"34","SANFRCISCO","$1,099,000","$1,175,000","CO","1179","2","1","1",,,"1880","200","M","11/19/2019",,"SF District 9","94107"
"SF500799","SLD","250 Judson Avenue",,"70","SANFRCISCO","$1,099,000","$1,115,000","DE",,"3","2","0",,,"1926",,,"9/10/2020",,"SF District 4","94112"
"SF502238","SLD","555 Fulton Street","418","202","SANFRCISCO","$1,099,000","$1,099,000","CO","920","2","2","0",,"0",,"792",,"3/30/2021",,"SF District 6","94102"
"SF490238","SLD","1700 Gough Street","501","92","SANFRCISCO","$1,099,000","$1,099,000","TH","970","2","2","0",,"0","1980","473",,"1/20/2020","41","SF District 6","94109"
"SF487410","SLD","42 Tingley Street",,"13","SANFRCISCO","$1,099,000","$1,580,000","DE",,"3","2","0",,,"1933",,,"8/28/2019",,"SF District 10","94112"
"SF501958","SLD","1540 Lombard Street","B","19","SANFRCISCO","$1,099,000","$1,235,000","CO","1484","2","1","0",,,"1947","655","M","9/11/2020",,"SF District 7","94123 3193"
"SF495227","SLD","1099 23rd Street","10","6","SANFRCISCO","$1,099,000","$1,100,000","CO","1096","1","2","0",,"0","2000","630","M","3/20/2020","21","SF District 9","94107"
"SF488238","SLD","701 Minnesota Street","157","51","SANFRCISCO","$1,099,000","$1,099,000","CO","1093","1","1","0",,"0","1900","507","M","10/11/2019","121","SF District 9","94107"
"SF508441","SLD","461 Capistrano Avenue",,"24","SANFRCISCO","$1,099,000","$1,375,000","DE","1354","3","2","0",,,"1924",,,"12/4/2020",,"SF District 10","94112"
"SF476150","SLD","201 Folsom Street","18D","154","SANFRCISCO","$1,099,000","$1,099,000","CO","876","1","1","0",,"0","2016","1,060",,"2/13/2019","5","SF District 9","94105"
"ML81720530","SLD","201 Folsom Street","18D","146","SANFRCISCO","$1,099,000","$1,099,000","CO","876","1","1",,"Y","1","2016","1,060",,"2/13/2019","2","LA_Little Hollywood","94105"
"SF503875","SLD","81 Gillette Avenue",,"68","SANFRCISCO","$1,099,000","$1,098,889","DE","1486","3","2","0",,"0","1964",,,"10/29/2020","57","SF District 10","94134"
"SF479921","SLD","200 Townsend Street","43","34","SANFRCISCO","$1,099,000","$1,099,000","CO","1255","1","2","0",,"0","2003","716","M","2/25/2019","18","SF District 9","94107"
"SF486970","SLD","31 Prospect Avenue",,"15","SANFRCISCO","$1,099,000","$1,465,000","DE","1100","3","1","0",,"0","1900",,,"8/22/2019","121","SF District 9","94110"
"SF491874","SLD","2346 Clement Street","1","70","SANFRCISCO","$1,099,000","$1,050,000","CO","1265","2","2","1",,"0","2002","448",,"1/8/2020","19","SF District 1","94121"
"SF499673","SLD","260 King Street","903","80","SANFRCISCO","$1,099,000","$1,060,000","CO","1286","2","2","0",,,"2004","932","M","9/9/2020",,"SF District 9","94107"
"ML81783404","SLD","1099 23rd Street","10","6","SANFRCISCO","$1,099,000","$1,100,000","CO","1096","1","2",,"Y","1","2000","630",,"3/20/2020","20","Central Waterfront/D","94107"
"SF496022","SLD","2550 Gough Street","2","78","SANFRCISCO","$1,099,000","$1,110,000","CO","1009","1","1","0",,"0","1915","575",,"5/28/2020","106","SF District 7","94123"
"SF22005530","SLD","2550 Gough Street","2","78","SANFRCISCO","$1,099,000","$1,110,000","CO","1009","1","1","0",,"1","1915","575","M","5/28/2020","106","SF District 7","94123 5014"
"SF486012","SLD","1421 Ingalls Street",,"36","SANFRCISCO","$1,099,000","$1,275,000","DE","2908","5","3","1",,,"1920",,,"7/22/2019",,"SF District 10","94124"
"40936816","SLD","143 Graystone Terr",,"5","SANFRCISCO","$1,099,000","$1,350,000","CO","1208","2","1",,"Y","1","1953","423","M","3/10/2021","68","San Francisco County","94114"
"SF499401","SLD","1507 18th Avenue",,"47","SANFRCISCO","$1,099,000","$1,350,000","DE","1390","2","1","1",,"0","1930",,,"8/6/2020","91","SF District 2","94122"
"SF421528983","SLD","3615 Alemany Boulevard",,"3","SANFRCISCO","$1,099,000","$1,460,000","DU","2229","3","3","0",,"0","1948",,,"4/21/2021","73","SF District 3","94132"
"SF478360","SLD","368 Bradford Street",,"47","SANFRCISCO","$1,099,000","$1,300,000","DE","1620","4","3","0",,"0","1962",,,"1/30/2019","59","SF District 9","94110 6203"
"SF497469","SLD","2971 California Street","2","0","SANFRCISCO","$1,099,000","$1,170,000","CO","1075","2","1","0",,,"1906","236","M","5/27/2020",,"SF District 6","94115"
"SF484953","SLD","127 Buchanan Street","C","109","SANFRCISCO","$1,099,000","$1,260,000","CO",,"2","1","0",,,"2019","345",,"9/27/2019",,"SF District 6","94102"
